Name,Dex,Dex_Suffix,Alt,Item,Class,LDex,LDex_Suffix,Type,Type2,Female,Male,Unbreedable,Egg Group 1,Egg Group 2,Cycles,Steps_Gen2,Steps_Gen3,Steps_Gen4,Steps_Gen5,Steps_Gen6,WeightLbs,WeightKg,Experience type,Body,Type1
Inkay,686,,,,,10,Co,Dark,Psychic,1,1,,Water 1,Water 2,20,,,,5140,5120,7.7,3.5,Medium Fast,tentacles or a multiped body,Dark
Silcoon,266,,,,,15,,Bug,,1,1,,Bug,,15,,4096,4080,3855,3840,22,10,Medium Fast,head,Bug
Shelgon,372,,,,,188,,Dragon,,1,1,,Dragon,,40,,10496,10455,10280,10240,243.6,110.5,Slow,quadruped body,Dragon
Abomasnow,460,,,,,143,,Grass,Ice,1,1,,Monster,Grass,20,,,5355,5140,5120,298.7,135.5,Slow,"bipedal, tailed form",Grass
Spiritomb,442,,,,,108,,Ghost,Dark,1,1,,Amorphous,,30,,,7905,7710,7680,238.1,108,Medium Fast,head and a base,Ghost
Xurkitree,796,,,,,296,,Electric,,,,U,Undiscovered,,120,,,,,30720,220.5,100,Slow,"bipedal, tailed form",Electric
Chandelure,609,,,,,115,,Ghost,Fire,1,1,,Amorphous,,20,,,,5140,5120,75.6,34.3,Medium Slow,head and arms,Ghost
Oricorio,741,Se,,,Sensu Style,82,,Ghost,Flying,3,1,,Flying,,20,,,,,5120,7.5,3.4,Medium Fast,single pair of wings,Fire
Kyogre,382,P,,Blue Orb,Primal,198,,Water,,,,U,Undiscovered,,120,,30976,30855,30840,30720,776,352,Slow,fins,Water
Herdier,507,,,,,13,,Normal,,1,1,,Field,,15,,,,3855,3840,32.4,14.7,Medium Slow,quadruped body,Normal
Sunkern,191,,,,,103,,Grass,,1,1,,Grass,,20,5120,5376,5355,5140,5120,4,1.8,Medium Slow,head,Grass
Tapu Bulu,787,,,,,287,,Grass,Fairy,,,U,Undiscovered,,15,,,,,3840,100.3,45.5,Slow,head and arms,Grass
Solosis,577,,,,,83,,Psychic,,1,1,,Amorphous,,20,,,,5140,5120,2.2,1,Medium Slow,head,Psychic
Joltik,595,,,,,101,,Bug,Electric,1,1,,Bug,,20,,,,5140,5120,1.3,0.6,Medium Fast,insectoid body,Bug
Guzzlord,799,,,,,299,,Dark,Dragon,,,U,Undiscovered,,120,,,,,30720,1957.7,888,Slow,"bipedal, tailed form",Dark
Bulbasaur,1,,,,,1,,Grass,Poison,1,7,,Monster,Grass,20,5120,5376,5355,5140,5120,15.2,6.9,Medium Slow,quadruped body,Grass
Klink,599,,,,,105,,Steel,,,,,Mineral,,20,,,,5140,5120,46.3,21,Medium Slow,multiple bodies,Steel
Skuntank,435,,,,,85,,Poison,Dark,1,1,,Field,,20,,,5355,5140,5120,83.8,38,Medium Fast,quadruped body,Poison
Floette,670,,,,White Flower,69,Ce,Fairy,,1,0,,Fairy,,20,,,,5140,5120,2,0.9,Medium Fast,head and arms,Fairy
Cutiefly,742,,,,,83,,Bug,Fairy,1,1,,Bug,Fairy,20,,,,,5120,0.4,0.2,Medium Fast,insectoid body,Bug
Necrozma,800,,,,Ultra,300,,Psychic,,,,U,Undiscovered,,120,,,,,30720,507.1,230,Slow,head and arms,Psychic
Pansear,513,,,,,19,,Fire,,1,7,,Field,,20,,,,5140,5120,24.3,11,Medium Fast,"bipedal, tailed form",Fire
Meowstic,678,,,,,115,Ce,Psychic,,1,1,,Field,,20,,,,5140,5120,18.7,8.5,Medium Fast,"bipedal, tailed form",Psychic
Leafeon,470,,,,,169,,Grass,,1,7,,Field,,35,,,9180,8995,8960,56.2,25.5,Medium Fast,quadruped body,Grass
Granbull,210,,,,,126,,Fairy,,3,1,,Field,Fairy,20,5120,5376,5355,5140,5120,107.4,48.7,Fast,"bipedal, tailed form",Fairy
Scizor,212,M,,Scizorite,Mega,112,,Bug,Steel,1,1,,Bug,,25,6400,6656,6630,6425,6400,260.1,118,Medium Fast,two or more pairs of wings,Bug
Poochyena,261,,,,,10,,Dark,,1,1,,Field,,15,,4096,4080,3855,3840,30,13.6,Medium Fast,quadruped body,Dark
Kricketune,402,,,,,16,,Bug,,1,1,,Bug,,15,,,4080,3855,3840,56.2,25.5,Medium Slow,two or more pairs of wings,Bug
Electrike,309,,,,,78,,Electric,,1,1,,Field,,20,,5376,5355,5140,5120,33.5,15.2,Slow,quadruped body,Electric
Vikavolt,738,,,,,29,,Bug,Electric,1,1,,Bug,,15,,,,,3840,99.2,45,Medium Fast,insectoid body,Bug
Toxapex,748,,,,,114,,Poison,Water,1,1,,Water 1,,20,,,,,5120,32,14.5,Medium Fast,tentacles or a multiped body,Poison
Flareon,136,,,,,136,,Fire,,1,7,,Field,,35,8960,9216,9180,8995,8960,55.1,25,Medium Fast,quadruped body,Fire
Sandslash,28,,,,,28,,Ground,,1,1,,Field,,20,5120,5376,5355,5140,5120,65,29.5,Medium Fast,"bipedal, tailed form",Ground
Reuniclus,579,,,,,85,,Psychic,,1,1,,Amorphous,,20,,,,5140,5120,44.3,20.1,Medium Slow,head and arms,Psychic
Pikachu,25,,,,"Pikachu, Ph. D",25,,Electric,,1,1,,Field,Fairy,10,2560,2816,2805,2570,2560,13.2,6,Medium Fast,quadruped body,Electric
Corsola,222,,,,,173,,Water,Rock,3,1,,Water 1,Water 3,20,5120,5376,5355,5140,5120,11,5,Fast,insectoid body,Water
Steelix,208,M,,Steelixite,Mega,63,,Steel,Ground,1,1,,Mineral,,25,6400,6656,6630,6425,6400,881.8,400,Medium Fast,serpentine bodies,Steel
Crobat,169,,,,,39,,Poison,Flying,1,1,,Flying,,15,3840,4096,4080,3855,3840,165.3,75,Medium Fast,two or more pairs of wings,Poison
Heatran,485,,,,,,,Fire,Steel,1,1,U,Undiscovered,,10,,,2805,2570,2560,948,430,Slow,quadruped body,Fire
Gible,443,,,,,109,,Dragon,Ground,1,1,,Monster,Dragon,40,,,10455,10280,10240,45.2,20.5,Slow,"bipedal, tailed form",Dragon
Vulpix,37,A,,,Alolan,,,Ice,,3,1,,Field,,20,5120,5376,5355,5140,5120,21.8,9.9,Medium Fast,quadruped body,Fire
Nidorina,30,,,,,30,,Poison,,1,0,U,Undiscovered,,20,5120,5376,5355,5140,5120,44.1,20,Medium Slow,quadruped body,Poison
Graveler,75,,,,,75,,Rock,Ground,1,1,,Mineral,,15,3840,4096,4080,3855,3840,231.5,105,Medium Slow,"bipedal, tailless form",Rock
Greninja,658,,,,,9,Ce,Water,Dark,1,7,,Water 1,,20,,,,5140,5120,88.2,40,Medium Slow,"bipedal, tailless form",Water
Monferno,391,,,,,5,,Fire,Fighting,1,7,,Field,Human-Like,20,,,5355,5140,5120,48.5,22,Medium Slow,"bipedal, tailed form",Fire
Zygarde,718,,,,50% Forme,150,Mo,Dragon,Ground,,,U,Undiscovered,,120,,,,30840,30720,672.4,305,Slow,serpentine bodies,Dragon
Feebas,349,,,,,140,,Water,,1,1,,Water 1,Dragon,20,,5376,5355,5140,5120,16.3,7.4,Erratic,fins,Water
Foongus,590,,,,,96,,Grass,Poison,1,1,,Grass,,20,,,,5140,5120,2.2,1,Medium Fast,head and arms,Grass
Sawsbuck,586,,,,Spring Form,92,,Normal,Grass,1,1,,Field,,20,,,,5140,5120,203.9,92.5,Medium Fast,quadruped body,Normal
Accelgor,617,,,,,123,,Bug,,1,1,,Bug,,15,,,,3855,3840,55.8,25.3,Medium Fast,head and arms,Bug
Kabuto,140,,,,,140,,Rock,Water,1,7,,Water 1,Water 3,30,7680,7936,7905,7710,7680,25.4,11.5,Medium Fast,insectoid body,Rock
Mantine,226,,,,,202,,Water,Flying,1,1,,Water 1,,25,6400,6656,6630,6425,6400,485,220,Slow,single pair of wings,Water
Weepinbell,70,,,,,70,,Grass,Poison,1,1,,Grass,,20,5120,5376,5355,5140,5120,14.1,6.4,Medium Slow,head and a base,Grass
Wimpod,767,,,,,182,,Bug,Water,1,1,,Bug,Water 3,20,,,,,5120,26.5,12,Medium Fast,tentacles or a multiped body,Bug
Aegislash,681,B,,,Blade Forme,119,Ce,Steel,Ghost,1,1,,Mineral,,20,,,,5140,5120,116.8,53,Medium Fast,head and a base,Steel
Clefairy,35,,,,,35,,Fairy,,3,1,,Fairy,,10,2560,2816,2805,2570,2560,16.5,7.5,Fast,"bipedal, tailed form",Fairy
Silvally,773,,,,Type: Fairy,204,,Normal,,,,U,Undiscovered,,120,,,,,30720,221.6,100.5,Slow,quadruped body,Normal
Phione,489,,,,,,,Water,,,,,Water 1,Fairy,40,,,10455,10280,10240,6.8,3.1,Slow,head and arms,Water
Haunter,93,,,,,93,,Ghost,Poison,1,1,,Amorphous,,20,5120,5376,5355,5140,5120,0.2,0.1,Medium Slow,head and arms,Ghost
Magmortar,467,,,,,202,,Fire,,1,3,,Human-Like,,25,,,6630,6425,6400,149.9,68,Medium Fast,"bipedal, tailed form",Fire
Carvanha,318,,,,,97,,Water,Dark,1,1,,Water 2,,20,,5376,5355,5140,5120,45.9,20.8,Slow,fins,Water
Wobbuffet,202,,,,,108,,Psychic,,1,1,,Amorphous,,20,5120,5376,5355,5140,5120,62.8,28.5,Medium Fast,head and a base,Psychic
Garchomp,445,,,,,111,,Dragon,Ground,1,1,,Monster,Dragon,40,,,10455,10280,10240,209.4,95,Slow,"bipedal, tailed form",Dragon
Type: Null,772,,,,,203,,Normal,,,,U,Undiscovered,,120,,,,,30720,265.7,120.5,Slow,quadruped body,Normal
Cubchoo,613,,,,,119,,Ice,,1,1,,Field,,20,,,,5140,5120,18.7,8.5,Medium Fast,"bipedal, tailed form",Ice
Beautifly,267,,,,,16,,Bug,Flying,1,1,,Bug,,15,,4096,4080,3855,3840,62.6,28.4,Medium Fast,two or more pairs of wings,Bug
Musharna,518,,,,,24,,Psychic,,1,1,,Field,,10,,,,2570,2560,133.4,60.5,Fast,"bipedal, tailless form",Psychic
Swirlix,684,,,,,131,Ce,Fairy,,1,1,,Fairy,,20,,,,5140,5120,7.7,3.5,Medium Fast,head and legs,Fairy
Tsareena,763,,,,,173,,Grass,,1,0,,Grass,,20,,,,,5120,47.2,21.4,Medium Slow,"bipedal, tailless form",Grass
Lampent,608,,,,,114,,Ghost,Fire,1,1,,Amorphous,,20,,,,5140,5120,28.7,13,Medium Slow,head and arms,Ghost
Helioptile,694,,,,,46,Co,Electric,Normal,1,1,,Monster,Dragon,20,,,,5140,5120,13.2,6,Medium Fast,"bipedal, tailed form",Electric
Ledyba,165,,,,,30,,Bug,Flying,1,1,,Bug,,15,3840,4096,4080,3855,3840,23.8,10.8,Fast,single pair of wings,Bug
Deoxys,386,S,,,Speed Forme,202,,Psychic,,,,U,Undiscovered,,120,,30976,30855,30840,30720,134,60.8,Slow,"bipedal, tailless form",Psychic
Diggersby,660,,,,,11,Ce,Normal,Ground,1,1,,Field,,15,,,,3855,3840,93.5,42.4,Medium Fast,"bipedal, tailed form",Normal
Kecleon,352,,,,,145,,Normal,,1,1,,Field,,20,,5376,5355,5140,5120,48.5,22,Medium Slow,"bipedal, tailed form",Normal
Vanillish,583,,,,,89,,Ice,,1,1,,Mineral,,20,,,,5140,5120,90.4,41,Slow,head and a base,Ice
Espurr,677,,,,,114,Ce,Psychic,,1,1,,Field,,20,,,,5140,5120,7.7,3.5,Medium Fast,"bipedal, tailed form",Psychic
Rotom,479,,,,Mow,152,,Electric,Ghost,,,,Amorphous,,20,,,5355,5140,5120,0.7,0.3,Medium Fast,head,Electric
Goldeen,118,,,,,118,,Water,,1,1,,Water 2,,20,5120,5376,5355,5140,5120,33.1,15,Medium Fast,fins,Water
Burmy,412,G,,,Sandy Cloak,45,,Bug,,1,1,,Bug,,15,,,4080,3855,3840,7.5,3.4,Medium Fast,head and a base,Bug
Arceus,493,,,,Type: Fire,,,Normal,,,,U,Undiscovered,,120,,,30855,30840,30720,705.5,320,Slow,quadruped body,Normal
Medicham,308,M,,Medichamite,Mega,77,,Fighting,Psychic,1,1,,Human-Like,,20,,5376,5355,5140,5120,69.4,31.5,Medium Fast,"bipedal, tailless form",Fighting
Nidoran♀,29,,,,,29,,Poison,,1,0,,Monster,Field,20,5120,5376,5355,5140,5120,15.4,7,Medium Slow,quadruped body,Poison
Heracross,214,M,,Heracronite,Mega,114,,Bug,Fighting,1,1,,Bug,,25,6400,6656,6630,6425,6400,119,54,Slow,"bipedal, tailless form",Bug
Chansey,113,,,,,113,,Normal,,1,0,,Fairy,,40,10240,10496,10455,10280,10240,76.3,34.6,Fast,"bipedal, tailed form",Normal
Golurk,623,,,,,129,,Ground,Ghost,,,,Mineral,,25,,,,6425,6400,727.5,330,Medium Fast,"bipedal, tailless form",Ground
Wailmer,320,,,,,99,,Water,,1,1,,Field,Water 2,40,,10496,10455,10280,10240,286.6,130,Fluctuating,fins,Water
Gabite,444,,,,,110,,Dragon,Ground,1,1,,Monster,Dragon,40,,,10455,10280,10240,123.5,56,Slow,"bipedal, tailed form",Dragon
Arceus,493,,,,Type: Ground,,,Normal,,,,U,Undiscovered,,120,,,30855,30840,30720,705.5,320,Slow,quadruped body,Normal
Hoppip,187,,,,,67,,Grass,Flying,1,1,,Fairy,Grass,20,5120,5376,5355,5140,5120,1.1,0.5,Medium Slow,"bipedal, tailed form",Grass
Magnezone,462,,,,,180,,Electric,Steel,,,,Mineral,,20,,,5355,5140,5120,396.8,180,Medium Fast,head and arms,Electric
Swampert,260,M,,Swampertite,Mega,9,,Water,Ground,1,7,,Monster,Water 1,20,,5376,5355,5140,5120,180.6,81.9,Medium Slow,"bipedal, tailed form",Water
Drifblim,426,,,,,66,,Ghost,Flying,1,1,,Amorphous,,30,,,7905,7710,7680,33.1,15,Fluctuating,head and arms,Ghost
Magcargo,219,,,,,217,,Fire,Rock,1,1,,Amorphous,,20,5120,5376,5355,5140,5120,121.3,55,Medium Fast,serpentine bodies,Fire
Ferroseed,597,,,,,103,,Grass,Steel,1,1,,Grass,Mineral,20,,,,5140,5120,41.5,18.8,Medium Fast,head,Grass
Espeon,196,,,,,188,,Psychic,,1,7,,Field,,35,8960,9216,9180,8995,8960,58.4,26.5,Medium Fast,quadruped body,Psychic
Araquanid,752,,,,,142,,Water,Bug,1,1,,Water 1,Bug,15,,,,,3840,180.8,82,Medium Fast,insectoid body,Water
Starly,396,,,,,10,,Normal,Flying,1,1,,Flying,,15,,,4080,3855,3840,4.4,2,Medium Slow,single pair of wings,Normal
Arceus,493,,,,Type: Water,,,Normal,,,,U,Undiscovered,,120,,,30855,30840,30720,705.5,320,Slow,quadruped body,Normal
Litwick,607,,,,,113,,Ghost,Fire,1,1,,Amorphous,,20,,,,5140,5120,6.8,3.1,Medium Slow,head and a base,Ghost
Bergmite,712,,,,,79,Mo,Ice,,1,1,,Monster,,20,,,,5140,5120,219.4,99.5,Medium Fast,quadruped body,Ice
Vivillon,666,,,,Modern Pattern,22,Ce,Bug,Flying,1,1,,Bug,,15,,,,3855,3840,37.5,17,Medium Fast,two or more pairs of wings,Bug
Lombre,271,,,,,20,,Water,Grass,1,1,,Water 1,Grass,15,,4096,4080,3855,3840,71.6,32.5,Medium Slow,"bipedal, tailless form",Water
Sandslash,28,A,,,Alolan,,,Ice,Steel,1,1,,Field,,20,5120,5376,5355,5140,5120,65,29.5,Medium Fast,"bipedal, tailed form",Ground
Floette,670,,,,Eternal Flower,69,Ce,Fairy,,1,0,,Fairy,,20,,,,5140,5120,2,0.9,Medium Fast,head and arms,Fairy
Stunky,434,,,,,84,,Poison,Dark,1,1,,Field,,20,,,5355,5140,5120,42.3,19.2,Medium Fast,quadruped body,Poison
Dartrix,723,,,,,2,,Grass,Flying,1,7,,Flying,,15,,,,,3840,35.3,16,Medium Slow,single pair of wings,Grass
Whiscash,340,,,,,128,,Water,Ground,1,1,,Water 2,,20,,5376,5355,5140,5120,52,23.6,Medium Fast,fins,Water
Machoke,67,,,,,67,,Fighting,,1,3,,Human-Like,,20,5120,5376,5355,5140,5120,155.4,70.5,Medium Slow,"bipedal, tailless form",Fighting
Castform,351,R,,,Rainy Form,142,,Water,,1,1,,Fairy,Amorphous,25,,6656,6630,6425,6400,1.8,0.8,Medium Fast,head,Normal
Finneon,456,,,,,134,,Water,,1,1,,Water 2,,20,,,5355,5140,5120,15.4,7,Erratic,fins,Water
Floette,670,,,,Red Flower,69,Ce,Fairy,,1,0,,Fairy,,20,,,,5140,5120,2,0.9,Medium Fast,head and arms,Fairy
Miltank,241,,,,,151,,Normal,,1,0,,Field,,20,5120,5376,5355,5140,5120,166.4,75.5,Slow,"bipedal, tailed form",Normal
Latios,381,M,,Latiosite,Mega,197,,Dragon,Psychic,0,1,U,Undiscovered,,120,,30976,30855,30840,30720,132.3,60,Slow,single pair of wings,Dragon
Drampa,780,,,,,244,,Normal,Dragon,1,1,,Monster,Dragon,20,,,,,5120,407.9,185,Medium Fast,serpentine bodies,Normal
Oricorio,741,Po,,,Sensu Style,82,,Electric,Flying,3,1,,Flying,,20,,,,,5120,7.5,3.4,Medium Fast,single pair of wings,Fire
Yamask,562,,,,,68,,Ghost,,1,1,,Mineral,Amorphous,25,,,,6425,6400,3.3,1.5,Medium Fast,head and arms,Ghost
Pinsir,127,,,,,127,,Bug,,1,1,,Bug,,25,6400,6656,6630,6425,6400,121.3,55,Slow,"bipedal, tailless form",Bug
Vivillon,666,,,,Tundra Pattern,22,Ce,Bug,Flying,1,1,,Bug,,15,,,,3855,3840,37.5,17,Medium Fast,two or more pairs of wings,Bug
Manectric,310,,,,,79,,Electric,,1,1,,Field,,20,,5376,5355,5140,5120,88.6,40.2,Slow,quadruped body,Electric
Altaria,334,M,,Altarianite,Mega,122,,Dragon,Fairy,1,1,,Flying,Dragon,20,,5376,5355,5140,5120,45.4,20.6,Erratic,single pair of wings,Dragon
Yanma,193,,,,,101,,Bug,Flying,1,1,,Bug,,20,5120,5376,5355,5140,5120,83.8,38,Medium Fast,two or more pairs of wings,Bug
Skiploom,188,,,,,68,,Grass,Flying,1,1,,Fairy,Grass,20,5120,5376,5355,5140,5120,2.2,1,Medium Slow,"bipedal, tailed form",Grass
Spewpa,665,,,,,21,Ce,Bug,,1,1,,Bug,,15,,,,3855,3840,18.5,8.4,Medium Fast,head and a base,Bug
Giratina,487,,,,Altered Forme,210,,Ghost,Dragon,,,U,Undiscovered,,120,,,30855,30840,30720,1653.5,750,Slow,tentacles or a multiped body,Ghost
Shellder,90,,,,,90,,Water,,1,1,,Water 3,,20,5120,5376,5355,5140,5120,8.8,4,Slow,head,Water
Poliwhirl,61,,,,,61,,Water,,1,1,,Water 1,,20,5120,5376,5355,5140,5120,44.1,20,Medium Slow,"bipedal, tailless form",Water
Corphish,341,,,,,129,,Water,,1,1,,Water 1,Water 3,15,,4096,4080,3855,3840,25.4,11.5,Fluctuating,insectoid body,Water
Gurdurr,533,,,,,39,,Fighting,,1,3,,Human-Like,,20,,,,5140,5120,88.2,40,Medium Slow,"bipedal, tailless form",Fighting
Dedenne,702,,,,,110,Co,Electric,Fairy,1,1,,Field,Fairy,20,,,,5140,5120,4.9,2.2,Medium Fast,"bipedal, tailed form",Electric
Lickilicky,463,,,,,162,,Normal,,1,1,,Monster,,20,,,5355,5140,5120,308.6,140,Medium Fast,"bipedal, tailless form",Normal
Fennekin,653,,,,,4,Ce,Fire,,1,7,,Field,,20,,,,5140,5120,20.7,9.4,Medium Slow,quadruped body,Fire
Mismagius,429,,,,,73,,Ghost,,1,1,,Amorphous,,25,,,6630,6425,6400,9.7,4.4,Fast,head,Ghost
Emboar,500,,,,,6,,Fire,Fighting,1,7,,Field,,20,,,,5140,5120,330.7,150,Medium Slow,"bipedal, tailed form",Fire
Arceus,493,,,,Type: Normal,,,Normal,,,,U,Undiscovered,,120,,,30855,30840,30720,705.5,320,Slow,quadruped body,Normal
Spritzee,682,,,,,129,Ce,Fairy,,1,1,,Fairy,,20,,,,5140,5120,1.1,0.5,Medium Fast,head and arms,Fairy
Hariyama,297,,,,,49,,Fighting,,1,3,,Human-Like,,20,,5376,5355,5140,5120,559.5,253.8,Fluctuating,"bipedal, tailless form",Fighting
Yungoos,734,,,,,13,,Normal,,1,1,,Field,,15,,,,,3840,13.2,6,Medium Fast,quadruped body,Normal
Sharpedo,319,M,,Sharpedonite,Mega,98,,Water,Dark,1,1,,Water 2,,20,,5376,5355,5140,5120,195.8,88.8,Slow,fins,Water
Numel,322,,,,,101,,Fire,Ground,1,1,,Field,,20,,5376,5355,5140,5120,52.9,24,Medium Fast,quadruped body,Fire
Oricorio,741,Po,,,Pom-Pom Style,82,,Electric,Flying,3,1,,Flying,,20,,,,,5120,7.5,3.4,Medium Fast,single pair of wings,Fire
Furfrou,676,,,,Diamond Trim,93,Ce,Normal,,1,1,,Field,,20,,,,5140,5120,61.7,28,Medium Fast,quadruped body,Normal
Garbodor,569,,,,,75,,Poison,,1,1,,Mineral,,20,,,,5140,5120,236.6,107.3,Medium Fast,"bipedal, tailless form",Poison
Rapidash,78,,,,,78,,Fire,,1,1,,Field,,20,5120,5376,5355,5140,5120,209.4,95,Medium Fast,quadruped body,Fire
Tangela,114,,,,,114,,Grass,,1,1,,Grass,,20,5120,5376,5355,5140,5120,77.2,35,Medium Fast,head and legs,Grass
Remoraid,223,,,,,174,,Water,,1,1,,Water 1,Water 2,20,5120,5376,5355,5140,5120,26.5,12,Medium Fast,fins,Water
Banette,354,M,,Banettite,Mega,147,,Ghost,,1,1,,Amorphous,,25,,6656,6630,6425,6400,27.6,12.5,Fast,"bipedal, tailed form",Ghost
Infernape,392,,,,,6,,Fire,Fighting,1,7,,Field,Human-Like,20,,,5355,5140,5120,121.3,55,Medium Slow,"bipedal, tailed form",Fire
Lileep,345,,,,,133,,Rock,Grass,1,7,,Water 3,,30,,7936,7905,7710,7680,52.5,23.8,Erratic,head and a base,Rock
Pumpkaboo,710,,,,Small Size,63,Mo,Ghost,Grass,1,1,,Amorphous,,20,,,,5140,5120,7.7,3.5,Medium Fast,head,Ghost
Lycanroc,745,D,,,Dusk Form,104,,Rock,,1,1,,Field,,15,,,,,3840,55.1,25,Medium Fast,quadruped body,Rock
Tauros,128,,,,,128,,Normal,,0,1,,Field,,20,5120,5376,5355,5140,5120,194.9,88.4,Slow,quadruped body,Normal
Pidgeot,18,M,,Pidgeotite,Mega,18,,Normal,Flying,1,1,,Flying,,15,3840,4096,4080,3855,3840,87.1,39.5,Medium Slow,single pair of wings,Normal
Pikachu,25,,,,Unova Cap,25,,Electric,,1,1,,Field,Fairy,10,2560,2816,2805,2570,2560,13.2,6,Medium Fast,quadruped body,Electric
Diancie,719,,,,,151,Ce,Rock,Fairy,,,U,Undiscovered,,25,,,,6425,6400,19.4,8.8,Slow,head and arms,Rock
Kommo-o,784,,,,,273,,Dragon,Fighting,1,1,,Dragon,,40,,,,,10240,172.4,78.2,Slow,"bipedal, tailed form",Dragon
Furfrou,676,,,,Star Trim,93,Ce,Normal,,1,1,,Field,,20,,,,5140,5120,61.7,28,Medium Fast,quadruped body,Normal
Malamar,687,,,,,11,Co,Dark,Psychic,1,1,,Water 1,Water 2,20,,,,5140,5120,103.6,47,Medium Fast,head and a base,Dark
Floette,670,,,,Blue Flower,69,Ce,Fairy,,1,0,,Fairy,,20,,,,5140,5120,2,0.9,Medium Fast,head and arms,Fairy
Scyther,123,,,,,123,,Bug,Flying,1,1,,Bug,,25,6400,6656,6630,6425,6400,123.5,56,Medium Fast,two or more pairs of wings,Bug
Beldum,374,,,,,190,,Steel,Psychic,,,,Mineral,,40,,10496,10455,10280,10240,209.9,95.2,Slow,head and a base,Steel
Roselia,315,,,,,94,,Grass,Poison,1,1,,Fairy,Grass,20,,5376,5355,5140,5120,4.4,2,Medium Slow,"bipedal, tailless form",Grass
Treecko,252,,,,,1,,Grass,,1,7,,Monster,Dragon,20,,5376,5355,5140,5120,11,5,Medium Slow,"bipedal, tailed form",Grass
Tyrogue,236,,,,,145,,Fighting,,0,1,U,Undiscovered,,25,6400,6656,6630,6425,6400,46.3,21,Medium Fast,"bipedal, tailless form",Fighting
Horsea,116,,,,,116,,Water,,1,1,,Water 1,Dragon,20,5120,5376,5355,5140,5120,17.6,8,Medium Fast,head and a base,Water
Deoxys,386,D,,,Defense Forme,202,,Psychic,,,,U,Undiscovered,,120,,30976,30855,30840,30720,134,60.8,Slow,"bipedal, tailless form",Psychic
Alakazam,65,M,,Alakazite,Mega,65,,Psychic,,1,3,,Human-Like,,20,5120,5376,5355,5140,5120,105.8,48,Medium Slow,"bipedal, tailless form",Psychic
Raticate,20,A,,,Alolan,,,Dark,Normal,1,1,,Field,,15,3840,4096,4080,3855,3840,40.8,18.5,Medium Fast,quadruped body,Normal
Oricorio,741,Pa,,,Sensu Style,82,,Psychic,Flying,3,1,,Flying,,20,,,,,5120,7.5,3.4,Medium Fast,single pair of wings,Fire
Bisharp,625,,,,,131,,Dark,Steel,1,1,,Human-Like,,20,,,,5140,5120,154.3,70,Medium Fast,"bipedal, tailless form",Dark
Dragalge,691,,,,,31,Co,Poison,Dragon,1,1,,Water 1,Dragon,20,,,,5140,5120,179.7,81.5,Medium Fast,head and a base,Poison
Fearow,22,,,,,22,,Normal,Flying,1,1,,Flying,,15,3840,4096,4080,3855,3840,83.8,38,Medium Fast,single pair of wings,Normal
Wartortle,8,,,,,8,,Water,,1,7,,Monster,Water 1,20,5120,5376,5355,5140,5120,49.6,22.5,Medium Slow,"bipedal, tailed form",Water
Deerling,585,,,,Winter Form,91,,Normal,Grass,1,1,,Field,,20,,,,5140,5120,43,19.5,Medium Fast,quadruped body,Normal
Makuhita,296,,,,,48,,Fighting,,1,3,,Human-Like,,20,,5376,5355,5140,5120,190.5,86.4,Fluctuating,"bipedal, tailless form",Fighting
Carbink,703,,,,,124,Co,Rock,Fairy,,,,Fairy,Mineral,25,,,,6425,6400,12.6,5.7,Slow,head,Rock
Suicune,245,,,,,245,,Water,,,,U,Undiscovered,,80,20480,20736,20655,20560,20480,412.3,187,Slow,quadruped body,Water
Mimikyu,778,,,,Disguised Form,242,,Ghost,Fairy,1,1,,Amorphous,,20,,,,,5120,1.5,0.7,Medium Fast,serpentine bodies,Ghost
Bronzor,436,,,,,88,,Steel,Psychic,,,,Mineral,,20,,,5355,5140,5120,133.4,60.5,Medium Fast,head,Steel
Shinx,403,,,,,17,,Electric,,1,1,,Field,,20,,,5355,5140,5120,20.9,9.5,Medium Slow,quadruped body,Electric
Floatzel,419,,,,,57,,Water,,1,1,,Water 1,Field,20,,,5355,5140,5120,73.9,33.5,Medium Fast,quadruped body,Water
Crabrawler,739,,,,,59,,Fighting,,1,1,,Water 3,,20,,,,,5120,15.4,7,Medium Fast,insectoid body,Fighting
Dwebble,557,,,,,63,,Bug,Rock,1,1,,Bug,Mineral,20,,,,5140,5120,32,14.5,Medium Fast,insectoid body,Bug
Moltres,146,,,,,146,,Fire,Flying,,,U,Undiscovered,,80,20480,20736,20655,20560,20480,132.3,60,Slow,single pair of wings,Fire
Salandit,757,,,,,161,,Poison,Fire,1,7,,Monster,Dragon,20,,,,,5120,10.6,4.8,Medium Fast,quadruped body,Poison
Swinub,220,,,,,195,,Ice,Ground,1,1,,Field,,20,5120,5376,5355,5140,5120,14.3,6.5,Slow,quadruped body,Ice
Haxorus,612,,,,,118,,Dragon,,1,1,,Monster,Dragon,40,,,,10280,10240,232.6,105.5,Slow,"bipedal, tailed form",Dragon
Zigzagoon,263,,,,,12,,Normal,,1,1,,Field,,15,,4096,4080,3855,3840,38.6,17.5,Medium Fast,quadruped body,Normal
Flabébé,669,,,,Blue Flower,68,Ce,Fairy,,1,0,,Fairy,,20,,,,5140,5120,0.2,0.1,Medium Fast,head and arms,Fairy
Burmy,412,S,,,Trash Cloak,45,,Bug,,1,1,,Bug,,15,,,4080,3855,3840,7.5,3.4,Medium Fast,head and a base,Bug
